sequence_id,start_frame,end_frame,start_time,end_time,duration
1355,408937,409157,6822.439 sec,6826.109 sec,3.670 sec
1356,409157,409220,6826.109 sec,6827.160 sec,1.051 sec
1357,409220,409325,6827.160 sec,6828.912 sec,1.752 sec
1358,409325,409382,6828.912 sec,6829.863 sec,0.951 sec
1359,409382,409567,6829.863 sec,6832.950 sec,3.086 sec
1360,409567,409637,6832.950 sec,6834.117 sec,1.168 sec
1361,409637,409720,6834.117 sec,6835.502 sec,1.385 sec
1362,409720,409797,6835.502 sec,6836.787 sec,1.285 sec
1363,409797,409835,6836.787 sec,6837.421 sec,0.634 sec
1364,409835,409942,6837.421 sec,6839.206 sec,1.785 sec
1365,409942,410015,6839.206 sec,6840.424 sec,1.218 sec
1366,410015,410052,6840.424 sec,6841.041 sec,0.617 sec
1367,410052,410087,6841.041 sec,6841.625 sec,0.584 sec
1368,410087,410122,6841.625 sec,6842.209 sec,0.584 sec
1369,410122,410162,6842.209 sec,6842.876 sec,0.667 sec
1370,410162,410205,6842.876 sec,6843.594 sec,0.717 sec
1371,410205,410237,6843.594 sec,6844.127 sec,0.534 sec
1372,410237,410275,6844.127 sec,6844.761 sec,0.634 sec
1373,410275,410457,6844.761 sec,6847.798 sec,3.036 sec
1374,410457,410840,6847.798 sec,6854.188 sec,6.390 sec
1375,410840,410942,6854.188 sec,6855.889 sec,1.702 sec
1376,410942,411127,6855.889 sec,6858.976 sec,3.086 sec
1377,411127,411230,6858.976 sec,6860.694 sec,1.718 sec
1378,411230,411672,6860.694 sec,6868.068 sec,7.374 sec
1379,411672,411882,6868.068 sec,6871.572 sec,3.504 sec
1380,411882,412112,6871.572 sec,6875.409 sec,3.837 sec
1381,412112,412252,6875.409 sec,6877.744 sec,2.336 sec
1382,412252,412392,6877.744 sec,6880.080 sec,2.336 sec
1383,412392,412495,6880.080 sec,6881.798 sec,1.718 sec
1384,412495,412675,6881.798 sec,6884.801 sec,3.003 sec
1385,412675,412867,6884.801 sec,6888.005 sec,3.203 sec
1386,412867,412937,6888.005 sec,6889.173 sec,1.168 sec
1387,412937,413090,6889.173 sec,6891.725 sec,2.553 sec
1388,413090,413292,6891.725 sec,6895.095 sec,3.370 sec
1389,413292,413567,6895.095 sec,6899.683 sec,4.588 sec
1390,413567,413705,6899.683 sec,6901.985 sec,2.302 sec
1391,413705,413842,6901.985 sec,6904.271 sec,2.286 sec
1392,413842,414017,6904.271 sec,6907.191 sec,2.920 sec
1393,414017,414122,6907.191 sec,6908.942 sec,1.752 sec
1394,414122,414247,6908.942 sec,6911.028 sec,2.085 sec
1395,414247,414450,6911.028 sec,6914.414 sec,3.387 sec
1396,414450,414670,6914.414 sec,6918.085 sec,3.670 sec
1397,414670,414767,6918.085 sec,6919.703 sec,1.618 sec
1398,414767,414977,6919.703 sec,6923.207 sec,3.504 sec
1399,414977,415125,6923.207 sec,6925.676 sec,2.469 sec
1400,415125,415222,6925.676 sec,6927.294 sec,1.618 sec
1401,415222,415367,6927.294 sec,6929.713 sec,2.419 sec
1402,415367,415482,6929.713 sec,6931.632 sec,1.919 sec
1403,415482,415500,6931.632 sec,6931.932 sec,0.300 sec
1404,415500,415560,6931.932 sec,6932.933 sec,1.001 sec
1405,415560,415672,6932.933 sec,6934.801 sec,1.869 sec
1406,415672,415752,6934.801 sec,6936.136 sec,1.335 sec
1407,415752,415832,6936.136 sec,6937.471 sec,1.335 sec
1408,415832,415897,6937.471 sec,6938.555 sec,1.084 sec
1409,415897,415975,6938.555 sec,6939.857 sec,1.301 sec
1410,415975,416505,6939.857 sec,6948.699 sec,8.842 sec
1411,416505,416655,6948.699 sec,6951.201 sec,2.503 sec
1412,416655,416840,6951.201 sec,6954.288 sec,3.086 sec
1413,416840,417273,6954.288 sec,6961.512 sec,7.224 sec
1414,417273,417470,6961.512 sec,6964.798 sec,3.287 sec
1415,417470,417608,6964.798 sec,6967.100 sec,2.302 sec
1416,417608,417690,6967.100 sec,6968.468 sec,1.368 sec
1417,417690,417898,6968.468 sec,6971.939 sec,3.470 sec
1418,417898,418165,6971.939 sec,6976.393 sec,4.454 sec
1419,418165,418293,6976.393 sec,6978.529 sec,2.135 sec
1420,418293,418658,6978.529 sec,6984.618 sec,6.089 sec
1421,418658,418965,6984.618 sec,6989.740 sec,5.122 sec
1422,418965,419420,6989.740 sec,6997.331 sec,7.591 sec
1423,419420,419563,6997.331 sec,6999.716 sec,2.386 sec
1424,419563,419653,6999.716 sec,7001.218 sec,1.502 sec
1425,419653,419728,7001.218 sec,7002.469 sec,1.251 sec
1426,419728,419803,7002.469 sec,7003.720 sec,1.251 sec
1427,419803,419948,7003.720 sec,7006.139 sec,2.419 sec
1428,419948,420070,7006.139 sec,7008.175 sec,2.035 sec
1429,420070,420493,7008.175 sec,7015.232 sec,7.057 sec
1430,420493,420590,7015.232 sec,7016.850 sec,1.618 sec
1431,420590,420778,7016.850 sec,7019.987 sec,3.136 sec
1432,420778,420863,7019.987 sec,7021.405 sec,1.418 sec
1433,420863,420930,7021.405 sec,7022.523 sec,1.118 sec
1434,420930,420993,7022.523 sec,7023.574 sec,1.051 sec
1435,420993,421038,7023.574 sec,7024.324 sec,0.751 sec
1436,421038,421125,7024.324 sec,7025.776 sec,1.451 sec
1437,421125,421188,7025.776 sec,7026.827 sec,1.051 sec
1438,421188,421398,7026.827 sec,7030.330 sec,3.504 sec
1439,421398,421515,7030.330 sec,7032.282 sec,1.952 sec
1440,421515,421728,7032.282 sec,7035.836 sec,3.554 sec
1441,421728,421878,7035.836 sec,7038.338 sec,2.503 sec
1442,421878,422075,7038.338 sec,7041.625 sec,3.287 sec
1443,422075,422220,7041.625 sec,7044.044 sec,2.419 sec
1444,422220,422278,7044.044 sec,7045.012 sec,0.968 sec
1445,422278,422495,7045.012 sec,7048.632 sec,3.620 sec
1446,422495,422668,7048.632 sec,7051.518 sec,2.886 sec
1447,422668,422838,7051.518 sec,7054.354 sec,2.836 sec
1448,422838,422955,7054.354 sec,7056.306 sec,1.952 sec
1449,422955,423118,7056.306 sec,7059.026 sec,2.719 sec
1450,423118,423195,7059.026 sec,7060.310 sec,1.285 sec
1451,423195,423470,7060.310 sec,7064.898 sec,4.588 sec
1452,423470,423938,7064.898 sec,7072.706 sec,7.808 sec
1453,423938,424398,7072.706 sec,7080.380 sec,7.674 sec
1454,424398,424530,7080.380 sec,7082.583 sec,2.202 sec
1455,424530,424658,7082.583 sec,7084.718 sec,2.135 sec
1456,424658,424823,7084.718 sec,7087.471 sec,2.753 sec
1457,424823,425675,7087.471 sec,7101.685 sec,14.214 sec
1458,425675,426325,7101.685 sec,7112.529 sec,10.844 sec
1459,426325,426688,7112.529 sec,7118.585 sec,6.056 sec
1460,426688,426865,7118.585 sec,7121.538 sec,2.953 sec
1461,426865,427108,7121.538 sec,7125.592 sec,4.054 sec
1462,427108,427588,7125.592 sec,7133.600 sec,8.008 sec
1463,427588,427800,7133.600 sec,7137.137 sec,3.537 sec
1464,427800,428223,7137.137 sec,7144.194 sec,7.057 sec
1465,428223,428408,7144.194 sec,7147.281 sec,3.086 sec
1466,428408,428668,7147.281 sec,7151.618 sec,4.338 sec
1467,428668,428855,7151.618 sec,7154.738 sec,3.120 sec
1468,428855,428975,7154.738 sec,7156.740 sec,2.002 sec
1469,428975,429288,7156.740 sec,7161.962 sec,5.222 sec
1470,429288,429338,7161.962 sec,7162.796 sec,0.834 sec
1471,429338,429388,7162.796 sec,7163.630 sec,0.834 sec
1472,429388,429433,7163.630 sec,7164.381 sec,0.751 sec
1473,429433,429473,7164.381 sec,7165.048 sec,0.667 sec
1474,429473,429510,7165.048 sec,7165.666 sec,0.617 sec
1475,429510,429525,7165.666 sec,7165.916 sec,0.250 sec
1476,429525,429625,7165.916 sec,7167.584 sec,1.668 sec
1477,429625,429775,7167.584 sec,7170.087 sec,2.503 sec
1478,429775,430233,7170.087 sec,7177.728 sec,7.641 sec
1479,430233,430340,7177.728 sec,7179.513 sec,1.785 sec
1480,430340,430455,7179.513 sec,7181.431 sec,1.919 sec
1481,430455,430563,7181.431 sec,7183.233 sec,1.802 sec
1482,430563,430738,7183.233 sec,7186.153 sec,2.920 sec
1483,430738,430860,7186.153 sec,7188.188 sec,2.035 sec
1484,430860,430955,7188.188 sec,7189.773 sec,1.585 sec
1485,430955,431328,7189.773 sec,7195.996 sec,6.223 sec
1486,431328,431643,7195.996 sec,7201.251 sec,5.255 sec
1487,431643,432673,7201.251 sec,7218.435 sec,17.184 sec
1488,432673,433828,7218.435 sec,7237.704 sec,19.269 sec
1489,433828,434053,7237.704 sec,7241.458 sec,3.754 sec
1490,434053,434151,7241.458 sec,7243.093 sec,1.635 sec
1491,434151,434258,7243.093 sec,7244.878 sec,1.785 sec
1492,434258,434498,7244.878 sec,7248.882 sec,4.004 sec
1493,434498,434601,7248.882 sec,7250.601 sec,1.718 sec
1494,434601,434681,7250.601 sec,7251.935 sec,1.335 sec
1495,434681,434873,7251.935 sec,7255.138 sec,3.203 sec
1496,434873,435563,7255.138 sec,7266.650 sec,11.512 sec
1497,435563,435876,7266.650 sec,7271.872 sec,5.222 sec
1498,435876,436001,7271.872 sec,7273.957 sec,2.085 sec
1499,436001,436083,7273.957 sec,7275.325 sec,1.368 sec
1500,436083,436203,7275.325 sec,7277.327 sec,2.002 sec
1501,436203,436313,7277.327 sec,7279.162 sec,1.835 sec
1502,436313,436428,7279.162 sec,7281.081 sec,1.919 sec
1503,436428,436518,7281.081 sec,7282.583 sec,1.502 sec
1504,436518,436621,7282.583 sec,7284.301 sec,1.718 sec
1505,436621,437123,7284.301 sec,7292.676 sec,8.375 sec
1506,437123,437198,7292.676 sec,7293.927 sec,1.251 sec
1507,437198,437671,7293.927 sec,7301.818 sec,7.891 sec
1508,437671,437883,7301.818 sec,7305.355 sec,3.537 sec
1509,437883,438008,7305.355 sec,7307.441 sec,2.085 sec
1510,438008,438203,7307.441 sec,7310.694 sec,3.253 sec
1511,438203,438393,7310.694 sec,7313.864 sec,3.170 sec
1512,438393,438551,7313.864 sec,7316.500 sec,2.636 sec
1513,438551,438698,7316.500 sec,7318.952 sec,2.452 sec
1514,438698,438828,7318.952 sec,7321.121 sec,2.169 sec
1515,438828,439121,7321.121 sec,7326.009 sec,4.888 sec
1516,439121,439231,7326.009 sec,7327.845 sec,1.835 sec
1517,439231,439348,7327.845 sec,7329.796 sec,1.952 sec
1518,439348,439463,7329.796 sec,7331.715 sec,1.919 sec
1519,439463,439593,7331.715 sec,7333.884 sec,2.169 sec
1520,439593,439721,7333.884 sec,7336.019 sec,2.135 sec
1521,439721,439941,7336.019 sec,7339.690 sec,3.670 sec
1522,439941,440056,7339.690 sec,7341.608 sec,1.919 sec
1523,440056,440203,7341.608 sec,7344.061 sec,2.452 sec
1524,440203,440546,7344.061 sec,7349.783 sec,5.722 sec
1525,440546,440948,7349.783 sec,7356.490 sec,6.707 sec
1526,440948,441096,7356.490 sec,7358.959 sec,2.469 sec
1527,441096,441243,7358.959 sec,7361.411 sec,2.452 sec
1528,441243,441408,7361.411 sec,7364.164 sec,2.753 sec
1529,441408,441563,7364.164 sec,7366.750 sec,2.586 sec
1530,441563,441656,7366.750 sec,7368.302 sec,1.552 sec
1531,441656,441753,7368.302 sec,7369.920 sec,1.618 sec
1532,441753,441856,7369.920 sec,7371.638 sec,1.718 sec
1533,441856,441946,7371.638 sec,7373.140 sec,1.502 sec
1534,441946,442113,7373.140 sec,7375.926 sec,2.786 sec
1535,442113,442383,7375.926 sec,7380.430 sec,4.505 sec
1536,442383,442481,7380.430 sec,7382.065 sec,1.635 sec
1537,442481,442681,7382.065 sec,7385.402 sec,3.337 sec
1538,442681,442826,7385.402 sec,7387.821 sec,2.419 sec
1539,442826,442961,7387.821 sec,7390.073 sec,2.252 sec
1540,442961,443433,7390.073 sec,7397.948 sec,7.875 sec
1541,443433,443651,7397.948 sec,7401.585 sec,3.637 sec
1542,443651,443898,7401.585 sec,7405.706 sec,4.121 sec
1543,443898,443998,7405.706 sec,7407.374 sec,1.668 sec
1544,443998,444086,7407.374 sec,7408.842 sec,1.468 sec
1545,444086,444301,7408.842 sec,7412.429 sec,3.587 sec
1546,444301,444468,7412.429 sec,7415.215 sec,2.786 sec
1547,444468,444551,7415.215 sec,7416.600 sec,1.385 sec
1548,444551,445746,7416.600 sec,7436.537 sec,19.937 sec
1549,445746,445906,7436.537 sec,7439.206 sec,2.669 sec
1550,445906,446258,7439.206 sec,7445.078 sec,5.873 sec
1551,446258,446348,7445.078 sec,7446.580 sec,1.502 sec
1552,446348,446383,7446.580 sec,7447.164 sec,0.584 sec
1553,446383,446438,7447.164 sec,7448.081 sec,0.918 sec
1554,446438,448277,7448.081 sec,7478.762 sec,30.681 sec
1555,448277,448482,7478.762 sec,7482.182 sec,3.420 sec
1556,448482,449757,7482.182 sec,7503.453 sec,21.271 sec
1557,449757,450389,7503.453 sec,7513.997 sec,10.544 sec
1558,450389,450699,7513.997 sec,7519.169 sec,5.172 sec
1559,450699,450942,7519.169 sec,7523.223 sec,4.054 sec
1560,450942,451074,7523.223 sec,7525.425 sec,2.202 sec
1561,451074,451239,7525.425 sec,7528.178 sec,2.753 sec
1562,451239,452142,7528.178 sec,7543.243 sec,15.065 sec
1563,452142,452469,7543.243 sec,7548.699 sec,5.455 sec
1564,452469,452754,7548.699 sec,7553.453 sec,4.755 sec
1565,452754,452989,7553.453 sec,7557.374 sec,3.921 sec
1566,452989,453122,7557.374 sec,7559.593 sec,2.219 sec
1567,453122,453339,7559.593 sec,7563.213 sec,3.620 sec
1568,453339,453484,7563.213 sec,7565.632 sec,2.419 sec
1569,453484,453774,7565.632 sec,7570.470 sec,4.838 sec
1570,453774,453894,7570.470 sec,7572.472 sec,2.002 sec
1571,453894,454669,7572.472 sec,7585.402 sec,12.930 sec
1572,454669,454862,7585.402 sec,7588.622 sec,3.220 sec
1573,454862,455287,7588.622 sec,7595.712 sec,7.090 sec
1574,455287,455834,7595.712 sec,7604.838 sec,9.126 sec
1575,455834,455917,7604.838 sec,7606.223 sec,1.385 sec
1576,455917,456082,7606.223 sec,7608.976 sec,2.753 sec
1577,456082,456287,7608.976 sec,7612.396 sec,3.420 sec
1578,456287,456404,7612.396 sec,7614.348 sec,1.952 sec
1579,456404,457122,7614.348 sec,7626.326 sec,11.979 sec
1580,457122,457382,7626.326 sec,7630.664 sec,4.338 sec
1581,457382,457864,7630.664 sec,7638.705 sec,8.041 sec
1582,457864,458399,7638.705 sec,7647.631 sec,8.926 sec
1583,458399,458672,7647.631 sec,7652.186 sec,4.555 sec
1584,458672,458856,7652.186 sec,7655.255 sec,3.070 sec
1585,458856,458929,7655.255 sec,7656.473 sec,1.218 sec
1586,458929,458992,7656.473 sec,7657.524 sec,1.051 sec
1587,458992,459337,7657.524 sec,7663.280 sec,5.756 sec
1588,459337,459494,7663.280 sec,7665.899 sec,2.619 sec
1589,459494,459767,7665.899 sec,7670.454 sec,4.555 sec
1590,459767,460080,7670.454 sec,7675.676 sec,5.222 sec
1591,460080,460462,7675.676 sec,7682.049 sec,6.373 sec
1592,460462,461477,7682.049 sec,7698.982 sec,16.934 sec
1593,461477,461821,7698.982 sec,7704.721 sec,5.739 sec
1594,461821,462251,7704.721 sec,7711.895 sec,7.174 sec
1595,462251,462713,7711.895 sec,7719.603 sec,7.708 sec
1596,462713,462856,7719.603 sec,7721.989 sec,2.386 sec
1597,462856,462943,7721.989 sec,7723.440 sec,1.451 sec
1598,462943,463496,7723.440 sec,7732.666 sec,9.226 sec
1599,463496,465626,7732.666 sec,7768.202 sec,35.536 sec
1600,465626,467783,7768.202 sec,7804.188 sec,35.986 sec
1601,467783,468523,7804.188 sec,7816.533 sec,12.346 sec
1602,468523,468691,7816.533 sec,7819.336 sec,2.803 sec
1603,468691,469026,7819.336 sec,7824.925 sec,5.589 sec
1604,469026,469193,7824.925 sec,7827.711 sec,2.786 sec
1605,469193,469531,7827.711 sec,7833.350 sec,5.639 sec
1606,469531,469823,7833.350 sec,7838.222 sec,4.872 sec
1607,469823,470063,7838.222 sec,7842.226 sec,4.004 sec
1608,470063,471034,7842.226 sec,7858.425 sec,16.200 sec
1609,471034,471341,7858.425 sec,7863.547 sec,5.122 sec
1610,471341,471406,7863.547 sec,7864.631 sec,1.084 sec
1611,471406,471529,7864.631 sec,7866.683 sec,2.052 sec
1612,471529,471771,7866.683 sec,7870.721 sec,4.037 sec
1613,471771,471881,7870.721 sec,7872.556 sec,1.835 sec
1614,471881,472079,7872.556 sec,7875.859 sec,3.303 sec
1615,472079,472166,7875.859 sec,7877.311 sec,1.451 sec
1616,472166,472339,7877.311 sec,7880.197 sec,2.886 sec
1617,472339,472416,7880.197 sec,7881.481 sec,1.285 sec
1618,472416,472646,7881.481 sec,7885.319 sec,3.837 sec
1619,472646,472814,7885.319 sec,7888.121 sec,2.803 sec
1620,472814,473321,7888.121 sec,7896.580 sec,8.458 sec
1621,473321,473456,7896.580 sec,7898.832 sec,2.252 sec
1622,473456,473721,7898.832 sec,7903.253 sec,4.421 sec
1623,473721,473846,7903.253 sec,7905.339 sec,2.085 sec
1624,473846,473979,7905.339 sec,7907.558 sec,2.219 sec
1625,473979,474129,7907.558 sec,7910.060 sec,2.503 sec
1626,474129,474244,7910.060 sec,7911.979 sec,1.919 sec
1627,474244,474589,7911.979 sec,7917.734 sec,5.756 sec
1628,474589,474714,7917.734 sec,7919.820 sec,2.085 sec
1629,474714,474779,7919.820 sec,7920.904 sec,1.084 sec
1630,474779,474874,7920.904 sec,7922.489 sec,1.585 sec
1631,474874,474909,7922.489 sec,7923.073 sec,0.584 sec
1632,474909,474941,7923.073 sec,7923.607 sec,0.534 sec
1633,474941,474971,7923.607 sec,7924.107 sec,0.501 sec
1634,474971,475016,7924.107 sec,7924.858 sec,0.751 sec
1635,475016,475039,7924.858 sec,7925.242 sec,0.384 sec
1636,475039,475069,7925.242 sec,7925.742 sec,0.501 sec
1637,475069,475099,7925.742 sec,7926.243 sec,0.501 sec
1638,475099,475181,7926.243 sec,7927.611 sec,1.368 sec
1639,475181,475204,7927.611 sec,7927.995 sec,0.384 sec
1640,475204,475229,7927.995 sec,7928.412 sec,0.417 sec
1641,475229,475259,7928.412 sec,7928.912 sec,0.501 sec
1642,475259,475279,7928.912 sec,7929.246 sec,0.334 sec
1643,475279,475334,7929.246 sec,7930.163 sec,0.918 sec
1644,475334,475356,7930.163 sec,7930.531 sec,0.367 sec
1645,475356,475419,7930.531 sec,7931.582 sec,1.051 sec
1646,475419,475476,7931.582 sec,7932.533 sec,0.951 sec
1647,475476,475509,7932.533 sec,7933.083 sec,0.551 sec
1648,475509,475606,7933.083 sec,7934.701 sec,1.618 sec
1649,475606,475736,7934.701 sec,7936.870 sec,2.169 sec
1650,475736,475766,7936.870 sec,7937.371 sec,0.501 sec
1651,475766,475844,7937.371 sec,7938.672 sec,1.301 sec
1652,475844,475876,7938.672 sec,7939.206 sec,0.534 sec
1653,475876,475989,7939.206 sec,7941.091 sec,1.885 sec
1654,475989,476024,7941.091 sec,7941.675 sec,0.584 sec
1655,476024,476059,7941.675 sec,7942.259 sec,0.584 sec
1656,476059,476129,7942.259 sec,7943.427 sec,1.168 sec
1657,476129,476196,7943.427 sec,7944.545 sec,1.118 sec
1658,476196,476321,7944.545 sec,7946.630 sec,2.085 sec
1659,476321,476401,7946.630 sec,7947.965 sec,1.335 sec
1660,476401,476484,7947.965 sec,7949.349 sec,1.385 sec
1661,476484,476589,7949.349 sec,7951.101 sec,1.752 sec
1662,476589,476684,7951.101 sec,7952.686 sec,1.585 sec
1663,476684,476814,7952.686 sec,7954.855 sec,2.169 sec
1664,476814,476904,7954.855 sec,7956.356 sec,1.502 sec
1665,476904,477042,7956.356 sec,7958.659 sec,2.302 sec
1666,477042,477132,7958.659 sec,7960.160 sec,1.502 sec
1667,477132,477207,7960.160 sec,7961.411 sec,1.251 sec
1668,477207,477439,7961.411 sec,7965.282 sec,3.871 sec
1669,477439,477669,7965.282 sec,7969.119 sec,3.837 sec
1670,477669,477734,7969.119 sec,7970.204 sec,1.084 sec
1671,477734,477769,7970.204 sec,7970.787 sec,0.584 sec
1672,477769,477794,7970.787 sec,7971.205 sec,0.417 sec
1673,477794,477817,7971.205 sec,7971.588 sec,0.384 sec
1674,477817,477872,7971.588 sec,7972.506 sec,0.918 sec
1675,477872,477924,7972.506 sec,7973.373 sec,0.868 sec
1676,477924,477952,7973.373 sec,7973.841 sec,0.467 sec
1677,477952,477984,7973.841 sec,7974.374 sec,0.534 sec
1678,477984,478024,7974.374 sec,7975.042 sec,0.667 sec
1679,478024,478062,7975.042 sec,7975.676 sec,0.634 sec
1680,478062,478104,7975.676 sec,7976.376 sec,0.701 sec
1681,478104,478164,7976.376 sec,7977.377 sec,1.001 sec
1682,478164,478334,7977.377 sec,7980.214 sec,2.836 sec
1683,478334,478409,7980.214 sec,7981.465 sec,1.251 sec
1684,478409,478432,7981.465 sec,7981.849 sec,0.384 sec
1685,478432,478512,7981.849 sec,7983.183 sec,1.335 sec
1686,478512,478552,7983.183 sec,7983.851 sec,0.667 sec
1687,478552,478579,7983.851 sec,7984.301 sec,0.450 sec
1688,478579,478637,7984.301 sec,7985.269 sec,0.968 sec
1689,478637,478724,7985.269 sec,7986.720 sec,1.451 sec
1690,478724,478824,7986.720 sec,7988.388 sec,1.668 sec
1691,478824,478869,7988.388 sec,7989.139 sec,0.751 sec
1692,478869,479107,7989.139 sec,7993.110 sec,3.971 sec
1693,479107,479297,7993.110 sec,7996.280 sec,3.170 sec
1694,479297,479317,7996.280 sec,7996.613 sec,0.334 sec
1695,479317,479354,7996.613 sec,7997.231 sec,0.617 sec
1696,479354,479419,7997.231 sec,7998.315 sec,1.084 sec
1697,479419,479554,7998.315 sec,8000.567 sec,2.252 sec
1698,479554,479659,8000.567 sec,8002.319 sec,1.752 sec
1699,479659,479762,8002.319 sec,8004.037 sec,1.718 sec
1700,479762,479814,8004.037 sec,8004.905 sec,0.868 sec
1701,479814,479897,8004.905 sec,8006.290 sec,1.385 sec
1702,479897,479944,8006.290 sec,8007.074 sec,0.784 sec
1703,479944,479982,8007.074 sec,8007.708 sec,0.634 sec
1704,479982,480049,8007.708 sec,8008.825 sec,1.118 sec
1705,480049,480187,8008.825 sec,8011.128 sec,2.302 sec
1706,480187,480227,8011.128 sec,8011.795 sec,0.667 sec
1707,480227,480367,8011.795 sec,8014.131 sec,2.336 sec
1708,480367,480429,8014.131 sec,8015.165 sec,1.034 sec
1709,480429,480469,8015.165 sec,8015.832 sec,0.667 sec
1710,480469,480514,8015.832 sec,8016.583 sec,0.751 sec
1711,480514,480554,8016.583 sec,8017.251 sec,0.667 sec
1712,480554,480607,8017.251 sec,8018.135 sec,0.884 sec
1713,480607,480634,8018.135 sec,8018.585 sec,0.450 sec
1714,480634,480762,8018.585 sec,8020.721 sec,2.135 sec
1715,480762,480819,8020.721 sec,8021.672 sec,0.951 sec
1716,480819,480869,8021.672 sec,8022.506 sec,0.834 sec
1717,480869,480967,8022.506 sec,8024.141 sec,1.635 sec
1718,480967,480994,8024.141 sec,8024.591 sec,0.450 sec
1719,480994,481047,8024.591 sec,8025.475 sec,0.884 sec
1720,481047,481272,8025.475 sec,8029.229 sec,3.754 sec
1721,481272,481374,8029.229 sec,8030.931 sec,1.702 sec
1722,481374,481407,8030.931 sec,8031.481 sec,0.551 sec
1723,481407,481437,8031.481 sec,8031.982 sec,0.501 sec
1724,481437,481559,8031.982 sec,8034.017 sec,2.035 sec
1725,481559,481579,8034.017 sec,8034.351 sec,0.334 sec
1726,481579,481619,8034.351 sec,8035.018 sec,0.667 sec
1727,481619,482167,8035.018 sec,8044.161 sec,9.142 sec
1728,482167,482382,8044.161 sec,8047.748 sec,3.587 sec
1729,482382,482549,8047.748 sec,8050.534 sec,2.786 sec
1730,482549,482702,8050.534 sec,8053.086 sec,2.553 sec
1731,482702,482867,8053.086 sec,8055.839 sec,2.753 sec
1732,482867,482897,8055.839 sec,8056.340 sec,0.501 sec
1733,482897,482939,8056.340 sec,8057.040 sec,0.701 sec
1734,482939,483004,8057.040 sec,8058.125 sec,1.084 sec
1735,483004,483024,8058.125 sec,8058.458 sec,0.334 sec
1736,483024,483067,8058.458 sec,8059.176 sec,0.717 sec
1737,483067,483097,8059.176 sec,8059.676 sec,0.501 sec
1738,483097,483129,8059.676 sec,8060.210 sec,0.534 sec
1739,483129,483209,8060.210 sec,8061.545 sec,1.335 sec
1740,483209,483234,8061.545 sec,8061.962 sec,0.417 sec
1741,483234,483264,8061.962 sec,8062.462 sec,0.501 sec
1742,483264,483287,8062.462 sec,8062.846 sec,0.384 sec
1743,483287,483347,8062.846 sec,8063.847 sec,1.001 sec
1744,483347,483594,8063.847 sec,8067.968 sec,4.121 sec
1745,483594,483632,8067.968 sec,8068.602 sec,0.634 sec
1746,483632,483652,8068.602 sec,8068.936 sec,0.334 sec
1747,483652,483677,8068.936 sec,8069.353 sec,0.417 sec
1748,483677,483704,8069.353 sec,8069.803 sec,0.450 sec
1749,483704,483732,8069.803 sec,8070.270 sec,0.467 sec
1750,483732,483762,8070.270 sec,8070.771 sec,0.501 sec
1751,483762,483787,8070.771 sec,8071.188 sec,0.417 sec
1752,483787,483814,8071.188 sec,8071.638 sec,0.450 sec
1753,483814,483959,8071.638 sec,8074.057 sec,2.419 sec
1754,483959,484662,8074.057 sec,8085.786 sec,11.728 sec
1755,484662,484699,8085.786 sec,8086.403 sec,0.617 sec
1756,484699,484730,8086.403 sec,8086.920 sec,0.517 sec
1757,484730,484774,8086.920 sec,8087.654 sec,0.734 sec
1758,484774,484859,8087.654 sec,8089.072 sec,1.418 sec
1759,484859,484894,8089.072 sec,8089.656 sec,0.584 sec
1760,484894,485092,8089.656 sec,8092.960 sec,3.303 sec
1761,485092,485319,8092.960 sec,8096.747 sec,3.787 sec
1762,485319,485357,8096.747 sec,8097.381 sec,0.634 sec
1763,485357,485474,8097.381 sec,8099.333 sec,1.952 sec
1764,485474,485512,8099.333 sec,8099.967 sec,0.634 sec
1765,485512,485559,8099.967 sec,8100.751 sec,0.784 sec
1766,485559,485631,8100.751 sec,8101.952 sec,1.201 sec
1767,485631,485820,8101.952 sec,8105.105 sec,3.153 sec
1768,485820,485980,8105.105 sec,8107.774 sec,2.669 sec
1769,485980,486045,8107.774 sec,8108.859 sec,1.084 sec
1770,486045,486150,8108.859 sec,8110.611 sec,1.752 sec
1771,486150,486238,8110.611 sec,8112.079 sec,1.468 sec
1772,486238,486543,8112.079 sec,8117.167 sec,5.088 sec
1773,486543,486590,8117.167 sec,8117.951 sec,0.784 sec
1774,486590,486748,8117.951 sec,8120.587 sec,2.636 sec
1775,486748,487325,8120.587 sec,8130.214 sec,9.626 sec
1776,487325,487348,8130.214 sec,8130.597 sec,0.384 sec
1777,487348,487375,8130.597 sec,8131.048 sec,0.450 sec
1778,487375,487428,8131.048 sec,8131.932 sec,0.884 sec
1779,487428,487705,8131.932 sec,8136.553 sec,4.621 sec
1780,487705,487798,8136.553 sec,8138.105 sec,1.552 sec
1781,487798,487893,8138.105 sec,8139.690 sec,1.585 sec
1782,487893,487943,8139.690 sec,8140.524 sec,0.834 sec
1783,487943,488123,8140.524 sec,8143.527 sec,3.003 sec
1784,488123,488175,8143.527 sec,8144.394 sec,0.868 sec
1785,488175,488205,8144.394 sec,8144.895 sec,0.501 sec
1786,488205,488315,8144.895 sec,8146.730 sec,1.835 sec
1787,488315,488475,8146.730 sec,8149.399 sec,2.669 sec
1788,488475,488543,8149.399 sec,8150.534 sec,1.134 sec
1789,488543,488668,8150.534 sec,8152.619 sec,2.085 sec
1790,488668,488770,8152.619 sec,8154.321 sec,1.702 sec
